19:27,0,0.0,0.0,0.0
19:32,1,0.0,0.0,0.0
19:37,2,0.0,0.0,0.0
19:42,3,0.0,0.0,0.0
19:47,4,0.11803685,6.315659e-07,6.315819e-07
19:52,5,3.2833853e-07,8.3494115e-07,8.349441e-07
19:57,6,3.3287537e-07,8.464826e-07,8.4648616e-07
20:02,7,3.316474e-07,8.433629e-07,8.433626e-07
20:07,8,3.3123789e-07,8.42319e-07,8.4232107e-07
20:12,9,3.3162513e-07,8.433038e-07,8.43306e-07
20:17,10,0.13607852,8.562926e-07,0.15689003
20:22,11,0.32113323,6.3507497e-07,6.350806e-07
20:27,12,0.05844992,5.8849935e-07,5.885006e-07
20:32,13,0.14641286,8.7414196e-07,8.7415305e-07
20:37,14,0.10556758,6.482312e-07,6.482364e-07
20:42,15,0.010380491,5.880933e-07,5.8809496e-07
20:47,16,3.3062776e-07,8.4072747e-07,8.4072906e-07
20:52,17,3.3018844e-07,8.396506e-07,8.3965205e-07
20:57,18,2.305071e-07,5.861667e-07,5.8617024e-07
21:02,19,3.298237e-07,8.3872396e-07,8.3873005e-07
21:07,20,3.3273804e-07,8.4613447e-07,8.461392e-07
21:12,21,3.3114384e-07,8.4208085e-07,8.420839e-07
21:17,22,3.3020763e-07,8.396994e-07,8.39702e-07
21:22,23,2.2756544e-07,5.7868596e-07,5.7868846e-07
21:27,24,1.971036e-07,5.0122395e-07,5.0122446e-07
21:32,25,3.3529017e-07,8.5262633e-07,8.5262593e-07
21:37,26,3.2952238e-07,8.37958e-07,8.379586e-07
21:42,27,3.29568e-07,8.380712e-07,8.3807276e-07
21:47,28,0.16018085,8.3872715e-07,8.3872806e-07
21:52,29,3.2943404e-07,8.377276e-07,8.377286e-07
21:57,30,3.2917634e-07,8.3707687e-07,8.3707795e-07
22:02,31,2.1234841e-07,5.394704e-07,5.4004795e-07
22:07,32,3.3028115e-07,8.3988647e-07,8.398881e-07
22:12,33,3.3031614e-07,8.399761e-07,8.399774e-07
22:18,34,0.0,0.0,0.0
22:22,35,3.3035835e-07,8.4008326e-07,8.400856e-07
22:27,36,3.3453608e-07,8.507067e-07,8.5071014e-07
22:32,37,3.305178e-07,8.404888e-07,8.404905e-07
22:37,38,3.2990283e-07,8.389253e-07,8.389265e-07
22:42,39,3.2899567e-07,8.366188e-07,8.366193e-07
22:47,40,3.2959036e-07,8.3813035e-07,8.381309e-07
22:52,41,2.2767189e-07,5.789561e-07,5.7895664e-07
22:57,42,2.322076e-07,5.9039866e-07,5.903995e-07
23:02,43,0.035956644,5.001769e-07,5.001772e-07
23:07,44,0.08993435,5.8701033e-07,5.870113e-07
23:12,45,0.107674435,5.8054724e-07,5.805482e-07
23:17,46,0.0138986455,8.3387437e-07,8.3387494e-07
23:22,47,0.15196617,8.383564e-07,8.383575e-07
23:27,48,0.38280642,5.822252e-07,5.8222594e-07
23:32,49,0.04191911,8.366188e-07,8.366192e-07
23:37,50,3.2906405e-07,8.3679157e-07,8.367921e-07
23:42,51,3.295502e-07,8.380265e-07,8.3802877e-07
23:47,52,3.2776464e-07,8.3348834e-07,8.3348937e-07
23:52,53,3.295392e-07,8.3799785e-07,8.3799875e-07
23:57,54,0.22428322,8.4148667e-07,8.414876e-07
00:02,55,0.39385715,8.388122e-07,8.388131e-07
00:07,56,0.28931177,8.3825205e-07,8.3825273e-07
00:12,57,0.00017648083,8.441037e-07,8.441052e-07
00:17,58,3.295942e-07,8.3814047e-07,8.3814155e-07
00:22,59,3.305237e-07,8.405049e-07,8.405072e-07
