17:06,0,67769.63,32140.648
17:11,1,67769.63,32140.648
17:16,2,67769.63,32140.648
17:21,3,67769.63,32140.648
17:26,4,65238.105,27811.984
17:31,5,65177.04,26346.867
17:36,6,62497.203,25350.94
17:41,7,60000.0,24710.45
17:46,8,68842.47,23125.447
17:51,9,85997.19,22092.258
17:56,10,102462.08,22583.168
18:01,11,147000.0,38000.0
18:06,12,147000.0,38000.0
18:11,13,132346.94,22000.0
18:16,14,127320.81,22164.26
18:21,15,125992.266,22076.275
18:26,16,113906.555,22016.428
18:31,17,113876.51,22163.041
18:36,18,106999.875,22000.0
18:41,19,118656.14,22012.482
18:46,20,121926.66,22000.002
18:51,21,118949.195,37737.02
18:56,22,145169.39,38000.0
19:01,23,105601.375,38000.0
19:06,24,89961.305,37992.145
19:11,25,77608.97,38000.0
19:16,26,77230.445,37555.812
19:21,27,70968.43,37615.75
19:27,28,95236.86,38000.0
19:32,29,100908.12,38000.0
19:37,30,98386.56,38000.0
19:42,31,147000.0,38000.0
19:47,32,146999.98,38000.0
19:52,33,141332.34,38000.0
19:57,34,82906.87,38000.0
20:02,35,68403.7,37948.605
20:07,36,65875.305,37271.34
20:12,37,64363.344,37413.05
20:17,38,87504.79,38000.0
20:22,39,94972.5,38000.0
20:27,40,115944.586,38000.0
20:32,41,136130.06,38000.0
20:37,42,147000.0,38000.0
20:42,43,117431.45,38000.0
20:47,44,88167.03,22213.506
20:52,45,135909.06,22364.143
20:57,46,106981.914,22000.0
21:02,47,147000.0,38000.0
21:07,48,147000.0,38000.0
21:12,49,147000.0,38000.0
21:17,50,79223.14,22000.0
21:22,51,81343.625,22000.0
21:27,52,83624.97,22000.0
21:32,53,80051.21,22000.0
21:37,54,91766.43,22000.0
21:42,55,101767.586,22000.0
21:48,56,103161.76,22207.045
21:53,57,95768.21,22000.0
21:58,58,96406.77,22000.0
22:03,59,93543.86,22000.0
